Date,Time,Open,High,Low,Close,Volume,MA_200,EMA_12-26,EMA_50-200,%K,%D,RSI
2019.10.01,00:00,1472.93,1519.48,1459.03,1512.13,1931435,1089.952659828149,55.135271590130515,214.70686180158646,88.08195153061227,85.99101533925999,81.01528101528103
2019.11.01,00:00,1512.49,1516.09,1445.57,1463.83,1475227,1093.6728323671725,56.98296155115372,217.22866880649508,75.08159007008717,80.60873690654775,75.17006802721087
2019.12.01,00:00,1462.43,1525.23,1453.89,1520.46,1238302,1097.9194708510813,62.298696289263944,221.2000106687169,89.8772070848463,84.34691622851524,76.62455187776268
2020.01.01,00:00,1520.26,1611.35,1518.38,1588.83,1852130,1102.8041527331602,71.20750616910254,226.8922118642929,94.2271212509613,86.39530613529826,78.86421928844548
2020.02.01,00:00,1588.65,1689.25,1547.38,1584.7,2034241,1107.599136288054,77.04640272830216,232.0973708742049,75.28660914785488,86.46364582788749,76.21624407338693
2020.03.01,00:00,1581.79,1703.44,1451.13,1576.78,2872469,1112.2676025936455,80.11122022934705,236.72629644460335,71.03192754551274,80.18188598144296,73.31303444126387
2020.04.01,00:00,1571.41,1747.4,1569.33,1685.98,2334978,1117.9761836623654,90.31059325461752,244.2328565900698,87.23607647547796,77.85153772294852,78.69786055102355
2020.05.01,00:00,1686.02,1765.08,1670.4,1730.41,2327555,1124.0700524816452,100.81664798091651,252.5782410942238,93.05043296985251,83.77281233028106,82.5492788283002
2020.06.01,00:00,1735.4,1785.94,1670.55,1780.54,1973959,1130.6020917604349,111.89795412851913,261.8850922634392,98.96101897102395,93.08250947211813,84.7985219813288
2020.07.01,00:00,1781.61,1983.97,1757.43,1975.02,2029914,1139.0042600016247,134.8187728580824,276.32734817817595,98.6789277912263,96.89679324403426,87.75687344297775
2020.08.01,00:00,1983.53,2074.87,1862.58,1968.22,3067529,1147.2551628871809,150.69783285579638,289.7583430110592,84.61505171593025,94.08499949272682,85.37503326448113
2020.09.01,00:00,1968.35,1992.29,1848.75,1885.23,2676723,1154.5981960922836,154.80105270750028,299.99242722171175,71.8814406239343,85.05847337703027,77.19015865716256
2020.10.01,00:00,1887.32,1933.18,1859.92,1878.37,2045237,1161.7999055839027,155.7044750675816,309.4095168158185,68.7748291752741,75.0904405050462,73.28526433610119
2020.11.01,00:00,1879.27,1965.46,1764.38,1777.64,2182544,1167.9276677173962,146.60243304123424,315.29864007841456,52.76815509296047,64.4748082973896,68.60052874599482
2020.12.01,00:00,1776.97,1906.7,1775.74,1893.43,1854876,1175.146596396825,147.0373296526002,324.16613070111066,71.16796440489436,64.23698289104297,71.25986886123377
2021.01.01,00:00,1909.07,1959.29,1810.29,1847.59,2484243,1181.837575537155,142.04566939480878,331.13308383145,63.56174046878507,62.499286655546626,71.45588728614558
2021.02.01,00:00,1855.57,1871.78,1717.18,1733.84,3066643,1187.3301369745964,127.44199632223967,334.3020651638674,45.32497514990219,60.01822667452719,61.21376468857076
2021.03.01,00:00,1737.79,1759.89,1676.82,1707.7,3419255,1192.5079465569386,112.46279951242332,336.42103196825224,41.13412639882002,50.00694733916908,56.537137452017745
2021.04.01,00:00,1707.4,1797.88,1705.76,1768.97,2198452,1198.243887387218,104.33296953877903,340.0984645291419,50.95712957321962,45.8054103739806,59.534527542350965
2021.05.01,00:00,1766.81,1912.74,1766.04,1906.62,2470134,1205.2924059206784,107.75509170143619,347.49220670484374,66.71875618150888,52.936670717849495,65.04662153531741
2021.06.01,00:00,1907.26,1916.58,1750.69,1769.65,2518746,1210.9079043692288,98.28188152458438,350.381233251371,24.53828466882588,47.404723474518114,53.72253810629722
2021.07.01,00:00,1770.03,1834.07,1765.64,1814.28,1874460,1216.9116068133162,93.30005723759677,354.2987410966721,35.54857538583301,42.26853874538924,53.730772310347575
2021.08.01,00:00,1814.6,1831.65,1683.2,1814.26,1768243,1222.8553719196516,88.33207459408709,357.88633489582753,34.5283255872378,31.538395213965554,51.56994934445769
2021.09.01,00:00,1814.47,1833.95,1721.65,1757.16,1693694,1228.1718358806502,78.87816141647568,359.48823537343765,20.18339404597416,30.086765006348315,38.36888974309693
2021.10.01,00:00,1755.82,1813.79,1745.95,1782.98,1982772,1233.692315125619,72.63206805605114,361.62736117732834,33.65137731004535,29.45436564775243,40.30725438486332
2021.11.01,00:00,1783.36,1877.23,1758.07,1774.43,1999564,1239.072789601981,66.22863800949585,363.2708209635957,33.817211751663,29.217327702560826,43.712547666606135
2021.12.01,00:00,1775.91,1828.08,1752.34,1827.95,1868318,1244.9322643323096,64.72636503274157,366.2586556228523,52.359340354767205,39.94264313882517,47.28276099937486
2022.01.01,00:00,1830.63,1853.9,1780.3,1796.88,2198760,1250.424281602635,60.33322962323041,368.0485630601679,42.50362870393322,42.89339360345446,51.12105533025685
2022.02.01,00:00,1797.51,1974.52,1788.66,1908.26,2363392,1256.9699106414148,65.08877048901854,372.8671361914742,77.74269398723548,57.535221015311954,50.8685619238383
2022.03.01,00:00,1908.3,2070.3,1890.02,1936.88,2671908,1263.735185162396,70.35594614752449,378.14276179469357,66.09230456439971,62.11287575185613,55.337182751736435
2022.04.01,00:00,1937.15,1998.43,1872.04,1896.42,2329689,1270.0305564543125,70.45329521162444,381.8294317985776,55.80969807868252,66.5482322101059,60.65120545073378
2022.05.01,00:00,1899.29,1909.77,1786.84,1838.26,2350835,1275.6845807682,65.08713513122848,383.4852118669296,40.056832859726136,53.986278500936116,58.209049068182395
2022.06.01,00:00,1836.74,1878.78,1802.75,1807.16,2070670,1280.9728933973724,57.66023324338266,384.0004367814777,32.02273314389046,42.629754694099695,52.495915299653625
2022.07.01,00:00,1806.65,1814.26,1680.84,1766.02,2241006,1285.799232766553,47.90251543104341,383.1367119150875,21.871308991937553,31.316958331851378,39.484548418942765
2022.08.01,00:00,1765.17,1807.87,1709.57,1710.53,2409151,1290.0254095549456,35.285129504782844,380.5416745509442,7.6233759564525325,20.505806030760173,44.964739549620134
2022.09.01,00:00,1711.11,1735.13,1614.81,1660.83,2840516,1293.7150074698218,21.032931078170805,376.4702302005428,10.103405124152003,13.199363357514022,37.042541333828716
2022.10.01,00:00,1664.3,1729.49,1617.29,1633.68,2983497,1297.0977437139031,7.46117526155831,371.655916008604,4.142791279720765,7.2898574534417575,35.41969447404968
2022.11.01,00:00,1632.58,1786.57,1616.72,1768.32,3169286,1301.7865223834165,7.483518422200177,370.87169970291393,33.702166897187624,15.98278776702012,50.80080367393799
2022.12.01,00:00,1769.78,1833.63,1765.85,1819.48,2913788,1306.9377012651735,11.496881087407473,371.4782376020851,44.934027091703435,27.592995089537265,52.52721079015149
2023.01.01,00:00,1827.53,1949.09,1823.52,1928.06,3016824,1313.1180226456195,23.171887379664668,375.0878794033151,68.77209159366832,49.13609519418645,59.342958268971124
2023.02.01,00:00,1927.46,1959.68,1804.69,1827.11,2701585,1318.2323706789964,24.001913535938456,375.42075089743116,46.6091461942084,53.43842162652671,49.95170193192271
2023.03.01,00:00,1826.78,2009.8,1809.41,1969.3,3563554,1324.7106555478622,35.721484871640996,379.75214753537216,77.82607741113962,64.4024383996721,58.790480463333054
2023.04.01,00:00,1966.26,2048.67,1949.76,1989.66,2822473,1331.3270669354458,46.12056230136068,384.31993994844606,82.29598893499308,68.91040418011369,54.57457569967405
2023.05.01,00:00,1989.84,2062.9,1932.05,1963.04,3159796,1337.612767761959,51.618864420926,387.7359251264861,77.71429846682584,79.27878827098617,51.47347076715105
2023.06.01,00:00,1963.31,1983.48,1892.95,1918.99,2712606,1343.3976158439295,51.824441700688794,389.5448537939883,67.88368408132294,75.96465716104727,51.26614233302291
2023.07.01,00:00,1918.54,1987.43,1902.59,1965.57,2967785,1349.5883858355323,55.110698068586544,392.4767320518788,78.27891718181613,74.62563324332162,57.235907287628876
2023.08.01,00:00,1965.64,1965.98,1884.81,1939.87,2791700,1355.4618347326912,55.0072157577531,394.3603373552137,72.54346225088706,72.90202117134203,57.58941336596858
2023.09.01,00:00,1939.97,1953.02,1846.33,1848.99,2386985,1360.3725627453014,47.04959040587232,393.33854377052876,52.26182240174965,67.6947339448176,54.489475677723064
2023.10.01,00:00,1847.39,2009.47,1810.47,1983.79,3979518,1366.57572132495,51.03208233353416,396.15808689614164,82.3450646075565,69.05011642006438,63.61724605326105
2023.11.01,00:00,1983.65,2051.99,1931.6,2035.99,2870359,1373.2365599187317,57.734808689012425,400.213177391729,93.96880182885829,76.19189627938813,68.64871850953413
2023.12.01,00:00,2036.82,2151.11,1973.0,2062.03,7330142,1380.0902259891923,64.40555089129293,404.6763843679173,83.33052639458074,86.54813094366516,71.3162478228415
2024.01.01,00:00,2062.7,2078.83,2001.74,2039.04,8080598,1386.646940158454,67.06398935870584,408.09117567484736,70.91055391164406,82.73662737836102,65.1561975142761
2024.02.01,00:00,2039.7,2065.34,1984.16,2044.03,5839351,1393.1880651320018,68.78061221085363,411.3262030215624,69.08954448357481,74.44354159659986,63.25670362367609
2024.03.01,00:00,2043.39,2236.02,2039.0,2233.59,7493831,1401.5502734391462,84.46331544588838,419.79049400251347,99.4366262490437,79.81224154808751,66.4633423500124
2024.04.01,00:00,2239.6,2431.46,2228.45,2285.94,13993371,1410.3501712158711,99.96385712067718,429.2101739731745,76.6063821236235,81.71085095208066,76.09034356484061
2024.05.01,00:00,2286.26,2450.01,2277.17,2326.79,11046302,1419.4689754823798,114.2276563573846,439.19841499336985,80.73302686305779,85.59201174524166,72.97582168978236
2024.06.01,00:00,2327.45,2387.66,2286.71,2326.09,9323428,1428.4900802039483,124.04541751027637,448.5076086845172,80.62357319323263,79.3209940599713,72.18288035236249
2024.07.01,00:00,2326.77,2483.66,2318.45,2447.34,12204292,1438.6278903511727,139.9961373023109,460.7361636789217,94.60479210921142,85.32046405516728,78.39003915867471
2024.08.01,00:00,2447.78,2531.62,2364.22,2502.54,13869126,1449.2140804969322,155.301161215702,473.8039321986489,95.9675518269431,90.39863904312904,83.76673726116492
2024.09.01,00:00,2503.36,2600.0,2471.82,2592.29,6962340,1460.5879702432314,172.682007173878,488.6760027387975,99.0234696591643,96.53193786510626,84.53916187201023
